date,sport,game_id,bet_type,legs,bet_label,odds,true_prob,implied_prob,edge,grade,kelly_frac,bet_amount,bankroll_before,result,pnl,bankroll_after,notes
2026-05-01,MLB,823309,single,1,芝加哥白襪 勝,1.707,0.7336,0.5858,0.1478,A,0.0714,240,3000.0,WIN,170.0,3170.0,
2026-05-01,MLB,824686,single,1,芝加哥小熊 勝,1.977,0.6339,0.5058,0.1281,A,0.0518,210,3170.0,WIN,205.0,3375.0,
2026-05-01,PARLAY,823309+824686,2-parlay,2,2-串（芝加哥白襪 勝、芝加哥小熊 勝）,3.375,0.4651,0.2963,0.5694,PARLAY,0.0528,180,3375.0,WIN,428.0,3803.0,
2026-05-01,PARLAY,824686+823713,2-parlay,2,2-串（芝加哥小熊 勝、多倫多藍鳥 勝）,3.361,0.4501,0.2975,0.5128,PARLAY,0.0478,180,3803.0,WIN,425.0,4228.0,
2026-05-01,PARLAY,823309+823713,2-parlay,2,2-串（芝加哥白襪 勝、多倫多藍鳥 勝）,2.902,0.5209,0.3446,0.5116,PARLAY,0.0592,250,4228.0,WIN,476.0,4704.0,
2026-05-01,PARLAY,824686+823066,2-parlay,2,2-串（芝加哥小熊 勝、洛杉磯道奇 勝）,3.65,0.4051,0.274,0.4783,PARLAY,0.0397,190,4704.0,LOSS,-190,4514.0,
2026-05-01,PARLAY,823309+823066,2-parlay,2,2-串（芝加哥白襪 勝、洛杉磯道奇 勝）,3.151,0.4688,0.3174,0.4771,PARLAY,0.0488,220,4514.0,LOSS,-220,4294.0,
2026-05-01,PARLAY,823309+824686+823713,3-parlay,3,3-串（芝加哥白襪 勝、芝加哥小熊 勝、多倫多藍鳥 勝）,5.737,0.3302,0.1743,0.8944,PARLAY,0.0415,180,4294.0,WIN,853.0,5147.0,
2026-05-01,PARLAY,823309+824686+823066,3-parlay,3,3-串（芝加哥白襪 勝、芝加哥小熊 勝、洛杉磯道奇 勝）,6.23,0.2972,0.1605,0.8512,PARLAY,0.0358,180,5147.0,LOSS,-180,4967.0,
2026-05-01,PARLAY,823309+824686+824041,3-parlay,3,3-串（芝加哥白襪 勝、芝加哥小熊 勝、洛杉磯天使 勝）,7.323,0.2478,0.1366,0.8143,PARLAY,0.0283,140,4967.0,LOSS,-140,4827.0,
2026-05-01,PARLAY,824686+823713+823066,3-parlay,3,3-串（芝加哥小熊 勝、多倫多藍鳥 勝、洛杉磯道奇 勝）,6.204,0.2876,0.1612,0.7845,PARLAY,0.0332,160,4827.0,LOSS,-160,4667.0,
2026-05-01,PARLAY,823309+823713+823066,3-parlay,3,3-串（芝加哥白襪 勝、多倫多藍鳥 勝、洛杉磯道奇 勝）,5.357,0.3328,0.1867,0.783,PARLAY,0.0395,180,4667.0,LOSS,-180,4487.0,
