date,sport,game_id,bet_type,legs,bet_label,odds,true_prob,implied_prob,edge,grade,kelly_frac,bet_amount,bankroll_before,result,pnl,bankroll_after,notes
2026-04-01,MLB,823889,single,1,MIA 勝,1.728,0.7479,0.5787,0.1692,A,0.1004,240,3000.0,WIN,175.0,3175.0,
2026-04-01,MLB,824136,single,1,KC 勝,2.359,0.5348,0.4239,0.1109,A,0.0481,150,3175.0,WIN,204.0,3379.0,
2026-04-01,MLB,824211,single,1,HOU 勝,2.251,0.5551,0.4442,0.1108,A,0.0499,170,3379.0,WIN,213.0,3592.0,
2026-04-01,MLB,824860,single,1,TEX 勝,2.07,0.5657,0.4831,0.0826,A,0.0399,140,3592.0,LOSS,-140,3452.0,
2026-04-01,PARLAY,823889+824136,2-parlay,2,2-串（MIA 勝、KC 勝）,4.076,0.4,0.2453,0.6305,PARLAY,0.0307,110,3452.0,WIN,338.0,3790.0,
2026-04-01,PARLAY,823889+824211,2-parlay,2,2-串（MIA 勝、HOU 勝）,3.89,0.4151,0.2571,0.6147,PARLAY,0.0319,120,3790.0,WIN,347.0,4137.0,
2026-04-01,PARLAY,824136+824211,2-parlay,2,2-串（KC 勝、HOU 勝）,5.31,0.2969,0.1883,0.5764,PARLAY,0.0201,80,4137.0,WIN,345.0,4482.0,
2026-04-01,PARLAY,823889+824136+824211,3-parlay,3,3-串（MIA 勝、KC 勝、HOU 勝）,9.176,0.222,0.109,1.0373,PARLAY,0.019,90,4482.0,WIN,736.0,5218.0,
2026-04-01,PARLAY,823889+824136+824860,3-parlay,3,3-串（MIA 勝、KC 勝、TEX 勝）,8.438,0.2263,0.1185,0.9091,PARLAY,0.0183,100,5218.0,LOSS,-100,5118.0,
2026-04-01,PARLAY,823889+824211+824860,3-parlay,3,3-串（MIA 勝、HOU 勝、TEX 勝）,8.052,0.2348,0.1242,0.8907,PARLAY,0.0189,100,5118.0,LOSS,-100,5018.0,
2026-04-02,MLB,823242,single,1,NYM 勝,1.752,0.6768,0.5708,0.106,A,0.0617,310,5018.0,LOSS,-310,4708.0,
2026-04-02,MLB,825105,single,1,ATL 勝,2.226,0.5507,0.4492,0.1014,A,0.046,220,4708.0,WIN,270.0,4978.0,
2026-04-02,PARLAY,823242+825105,2-parlay,2,2-串（NYM 勝、ATL 勝）,3.9,0.3727,0.2564,0.4534,PARLAY,0.0235,120,4978.0,LOSS,-120,4858.0,
2026-04-03,MLB,824299,single,1,STL 勝,2.059,0.717,0.4857,0.2313,A,0.1124,390,4858.0,LOSS,-390,4468.0,
2026-04-03,MLB,825103,single,1,ATL 勝,2.319,0.5715,0.4312,0.1403,A,0.0617,280,4468.0,WIN,369.0,4837.0,
2026-04-03,MLB,823406,single,1,PIT 勝,1.973,0.6018,0.5068,0.095,A,0.0482,230,4837.0,WIN,224.0,5061.0,
2026-04-03,MLB,824621,single,1,TOR 勝,2.241,0.521,0.4462,0.0748,A,0.0338,170,5061.0,LOSS,-170,4891.0,
2026-04-03,PARLAY,824299+825103,2-parlay,2,2-串（STL 勝、ATL 勝）,4.775,0.4098,0.2094,0.9565,PARLAY,0.038,190,4891.0,LOSS,-190,4701.0,
2026-04-03,PARLAY,824299+823406,2-parlay,2,2-串（STL 勝、PIT 勝）,4.062,0.4315,0.2462,0.7531,PARLAY,0.0369,170,4701.0,LOSS,-170,4531.0,
2026-04-03,PARLAY,824299+824621,2-parlay,2,2-串（STL 勝、TOR 勝）,4.614,0.3736,0.2167,0.7238,PARLAY,0.03,140,4531.0,LOSS,-140,4391.0,
2026-04-03,PARLAY,824299+825103+823406,3-parlay,3,3-串（STL 勝、ATL 勝、PIT 勝）,9.421,0.2466,0.1061,1.3233,PARLAY,0.0236,100,4391.0,LOSS,-100,4291.0,
2026-04-03,PARLAY,824299+825103+824621,3-parlay,3,3-串（STL 勝、ATL 勝、TOR 勝）,10.7,0.2135,0.0935,1.2845,PARLAY,0.0199,90,4291.0,LOSS,-90,4201.0,
2026-04-03,PARLAY,824299+823406+824621,3-parlay,3,3-串（STL 勝、PIT 勝、TOR 勝）,9.104,0.2248,0.1098,1.0469,PARLAY,0.0194,80,4201.0,LOSS,-80,4121.0,
2026-04-04,MLB,823730,single,1,MIN 勝,1.738,0.772,0.5754,0.1966,A,0.1158,330,4121.0,LOSS,-330,3791.0,
2026-04-04,MLB,825104,single,1,ATL 勝,2.147,0.6589,0.4658,0.1932,A,0.0904,300,3791.0,LOSS,-300,3491.0,
2026-04-04,MLB,823239,single,1,NYM 勝,2.216,0.5668,0.4513,0.1155,A,0.0526,180,3491.0,WIN,219.0,3710.0,
2026-04-04,MLB,824134,single,1,MIL 勝,2.056,0.5713,0.4864,0.0849,A,0.0413,150,3710.0,LOSS,-150,3560.0,
2026-04-04,PARLAY,823730+825104,2-parlay,2,2-串（MIN 勝、ATL 勝）,3.731,0.5087,0.268,0.8981,PARLAY,0.0493,180,3560.0,LOSS,-180,3380.0,
2026-04-04,PARLAY,825104+823239,2-parlay,2,2-串（ATL 勝、NYM 勝）,4.758,0.3735,0.2102,0.7768,PARLAY,0.031,100,3380.0,LOSS,-100,3280.0,
2026-04-04,PARLAY,823730+823239,2-parlay,2,2-串（MIN 勝、NYM 勝）,3.851,0.4375,0.2597,0.6851,PARLAY,0.036,120,3280.0,LOSS,-120,3160.0,
