date,sport,game_id,bet_type,legs,bet_label,odds,true_prob,implied_prob,edge,grade,kelly_frac,bet_amount,bankroll_before,result,pnl,bankroll_after,notes
2026-05-10,MLB,824765,single,1,光芒 勝,2.107,0.5821,0.4746,0.1075,A,0.0409,150,3000.0,WIN,166.0,3166.0,
2026-05-10,MLB,823221,single,1,海盜 勝,2.313,0.5339,0.4323,0.1016,A,0.0358,140,3166.0,LOSS,-140,3026.0,
2026-05-10,PARLAY,824765+823221,2-parlay,2,2-串（光芒 勝、海盜 勝）,4.873,0.3108,0.2052,0.5147,PARLAY,0.0292,90,3026.0,LOSS,-90,2936.0,
2026-05-10,PARLAY,823221+825085,2-parlay,2,2-串（海盜 勝、AZ 勝）,5.142,0.2839,0.1945,0.4598,PARLAY,0.0244,70,2936.0,LOSS,-70,2866.0,
2026-05-10,PARLAY,823221+824520,2-parlay,2,2-串（海盜 勝、太空人 勝）,4.48,0.3252,0.2232,0.4569,PARLAY,0.0289,80,2866.0,LOSS,-80,2786.0,
2026-05-10,PARLAY,824765+825085,2-parlay,2,2-串（光芒 勝、AZ 勝）,4.684,0.3096,0.2135,0.4499,PARLAY,0.0269,70,2786.0,WIN,258.0,3044.0,
2026-05-10,PARLAY,824765+824520,2-parlay,2,2-串（光芒 勝、太空人 勝）,4.081,0.3546,0.245,0.4471,PARLAY,0.0319,100,3044.0,LOSS,-100,2944.0,
2026-05-10,PARLAY,824765+823221+825085,3-parlay,3,3-串（光芒 勝、海盜 勝、AZ 勝）,10.834,0.1653,0.0923,0.7905,PARLAY,0.0177,50,2944.0,LOSS,-50,2894.0,
2026-05-10,PARLAY,824765+823221+824520,3-parlay,3,3-串（光芒 勝、海盜 勝、太空人 勝）,9.44,0.1893,0.1059,0.787,PARLAY,0.0205,60,2894.0,LOSS,-60,2834.0,
2026-05-10,PARLAY,823221+824520+825085,3-parlay,3,3-串（海盜 勝、太空人 勝、AZ 勝）,9.96,0.1729,0.1004,0.7222,PARLAY,0.0177,50,2834.0,LOSS,-50,2784.0,
2026-05-10,PARLAY,824765+823221+823954,3-parlay,3,3-串（光芒 勝、海盜 勝、道奇 勝）,10.405,0.1653,0.0961,0.72,PARLAY,0.0168,50,2784.0,LOSS,-50,2734.0,
2026-05-10,PARLAY,824765+824520+825085,3-parlay,3,3-串（光芒 勝、太空人 勝、AZ 勝）,9.073,0.1885,0.1102,0.7106,PARLAY,0.0194,50,2734.0,LOSS,-50,2684.0,
2026-05-10,PARLAY,824765+823221+824520+825085,4-parlay,4,4-串（光芒 勝、海盜 勝、太空人 勝、AZ 勝）,20.985,0.1007,0.0477,1.1124,PARLAY,0.0122,30,2684.0,LOSS,-30,2654.0,
2026-05-10,PARLAY,824765+823221+825085+823954,4-parlay,4,4-串（光芒 勝、海盜 勝、AZ 勝、道奇 勝）,23.13,0.0879,0.0432,1.0332,PARLAY,0.0103,30,2654.0,LOSS,-30,2624.0,
2026-05-10,PARLAY,824765+823221+824520+823954,4-parlay,4,4-串（光芒 勝、海盜 勝、太空人 勝、道奇 勝）,20.154,0.1007,0.0496,1.0292,PARLAY,0.0118,30,2624.0,LOSS,-30,2594.0,
2026-05-10,PARLAY,824765+823221+825085+823868,4-parlay,4,4-串（光芒 勝、海盜 勝、AZ 勝、馬林魚 勝）,22.968,0.0875,0.0435,1.0095,PARLAY,0.0101,30,2594.0,LOSS,-30,2564.0,
2026-05-10,PARLAY,824765+823221+824520+823868,4-parlay,4,4-串（光芒 勝、海盜 勝、太空人 勝、馬林魚 勝）,20.013,0.1002,0.05,1.0056,PARLAY,0.0116,30,2564.0,LOSS,-30,2534.0,
2026-05-11,MLB,824199,single,1,太空人 勝,2.045,0.5942,0.489,0.1052,A,0.0412,130,2534.0,LOSS,-130,2404.0,
2026-05-12,MLB,824442,single,1,守護者 勝,2.34,0.5629,0.4274,0.1356,A,0.0473,140,2404.0,WIN,188.0,2592.0,
2026-05-12,MLB,824521,single,1,紅人 勝,2.174,0.5778,0.46,0.1178,A,0.0436,140,2592.0,LOSS,-140,2452.0,
2026-05-12,PARLAY,824442+824521,2-parlay,2,2-串（守護者 勝、紅人 勝）,5.087,0.3252,0.1966,0.6545,PARLAY,0.0352,90,2452.0,LOSS,-90,2362.0,
2026-05-12,PARLAY,824442+822817,2-parlay,2,2-串（守護者 勝、光芒 勝）,4.198,0.3476,0.2382,0.4591,PARLAY,0.0316,70,2362.0,WIN,224.0,2586.0,
