date,sport,game_id,bet_type,legs,bet_label,odds,true_prob,implied_prob,edge,grade,kelly_frac,bet_amount,bankroll_before,result,pnl,bankroll_after,notes
2026-05-01,MLB,823309,single,1,CWS 勝,1.707,0.7336,0.5858,0.1478,A,0.0892,240,3000.0,WIN,170.0,3170.0,
2026-05-01,MLB,824686,single,1,CHC 勝,1.977,0.6339,0.5058,0.1281,A,0.0648,210,3170.0,WIN,205.0,3375.0,
2026-05-01,MLB,823713,single,1,TOR 勝,1.7,0.7101,0.5882,0.1218,A,0.074,250,3375.0,WIN,175.0,3550.0,
2026-05-01,MLB,823066,single,1,LAD 勝,1.846,0.639,0.5417,0.0973,A,0.0531,190,3550.0,LOSS,-190,3360.0,
2026-05-01,PARLAY,823309+824686,2-parlay,2,2-串（CWS 勝、CHC 勝）,3.375,0.4651,0.2963,0.5694,PARLAY,0.036,120,3360.0,WIN,285.0,3645.0,
2026-05-01,PARLAY,824686+823713,2-parlay,2,2-串（CHC 勝、TOR 勝）,3.361,0.4501,0.2975,0.5128,PARLAY,0.0326,120,3645.0,WIN,283.0,3928.0,
2026-05-01,PARLAY,823309+823713,2-parlay,2,2-串（CWS 勝、TOR 勝）,2.902,0.5209,0.3446,0.5116,PARLAY,0.0403,160,3928.0,WIN,304.0,4232.0,
2026-05-01,PARLAY,823309+824686+823713,3-parlay,3,3-串（CWS 勝、CHC 勝、TOR 勝）,5.737,0.3302,0.1743,0.8944,PARLAY,0.0283,120,4232.0,WIN,568.0,4800.0,
2026-05-01,PARLAY,823309+824686+823066,3-parlay,3,3-串（CWS 勝、CHC 勝、LAD 勝）,6.23,0.2972,0.1605,0.8512,PARLAY,0.0244,120,4800.0,LOSS,-120,4680.0,
2026-05-01,PARLAY,823309+824686+824041,3-parlay,3,3-串（CWS 勝、CHC 勝、LAA 勝）,7.323,0.2478,0.1366,0.8143,PARLAY,0.0193,90,4680.0,LOSS,-90,4590.0,
2026-05-01,PARLAY,823309+824686+823713+823066,4-parlay,4,4-串（CWS 勝、CHC 勝、TOR 勝、LAD 勝）,10.591,0.211,0.0944,1.2346,PARLAY,0.0193,90,4590.0,LOSS,-90,4500.0,
2026-05-01,PARLAY,823309+824686+823713+824041,4-parlay,4,4-串（CWS 勝、CHC 勝、TOR 勝、LAA 勝）,12.449,0.1759,0.0803,1.1901,PARLAY,0.0156,70,4500.0,LOSS,-70,4430.0,
2026-05-01,PARLAY,823309+824686+823066+824041,4-parlay,4,4-串（CWS 勝、CHC 勝、LAD 勝、LAA 勝）,13.519,0.1583,0.074,1.1401,PARLAY,0.0137,60,4430.0,LOSS,-60,4370.0,
2026-05-02,MLB,823388,single,1,PIT 勝,1.939,0.605,0.5157,0.0893,A,0.0461,200,4370.0,WIN,188.0,4558.0,
2026-05-02,MLB,825014,single,1,CLE 勝,1.778,0.6174,0.5624,0.0549,B,0.0251,110,4558.0,WIN,86.0,4644.0,
2026-05-02,MLB,823554,single,1,NYY 勝,1.972,0.5537,0.5071,0.0466,B,0.0189,90,4644.0,WIN,87.0,4731.0,
2026-05-02,MLB,823308,single,1,CWS 勝,2.082,0.5205,0.4803,0.0402,B,0.0155,70,4731.0,WIN,76.0,4807.0,
2026-05-02,PARLAY,823388+825014,2-parlay,2,2-串（PIT 勝、CLE 勝）,3.448,0.3735,0.29,0.2877,PARLAY,0.0176,80,4807.0,WIN,196.0,5003.0,
2026-05-02,PARLAY,823388+823554,2-parlay,2,2-串（PIT 勝、NYY 勝）,3.824,0.335,0.2615,0.2809,PARLAY,0.0149,70,5003.0,WIN,198.0,5201.0,
2026-05-02,PARLAY,823388+823308,2-parlay,2,2-串（PIT 勝、CWS 勝）,4.037,0.3149,0.2477,0.2712,PARLAY,0.0134,70,5201.0,WIN,213.0,5414.0,
2026-05-02,PARLAY,823388+825014+823554,3-parlay,3,3-串（PIT 勝、CLE 勝、NYY 勝）,6.799,0.2068,0.1471,0.406,PARLAY,0.0105,60,5414.0,WIN,348.0,5762.0,
2026-05-02,PARLAY,823388+825014+823308,3-parlay,3,3-串（PIT 勝、CLE 勝、CWS 勝）,7.178,0.1944,0.1393,0.3954,PARLAY,0.0096,60,5762.0,WIN,371.0,6133.0,
2026-05-02,PARLAY,823388+823554+823308,3-parlay,3,3-串（PIT 勝、NYY 勝、CWS 勝）,7.961,0.1744,0.1256,0.388,PARLAY,0.0084,50,6133.0,WIN,348.0,6481.0,
2026-05-02,PARLAY,823388+825014+823554+823308,4-parlay,4,4-串（PIT 勝、CLE 勝、NYY 勝、CWS 勝）,14.155,0.1076,0.0706,0.5236,PARLAY,0.006,40,6481.0,WIN,526.0,7007.0,
2026-05-03,MLB,824769,single,1,BOS 勝,1.721,0.7121,0.5811,0.1311,A,0.0782,550,7007.0,LOSS,-550,6457.0,
2026-05-03,MLB,824364,single,1,ATL 勝,1.775,0.6816,0.5634,0.1183,A,0.0677,440,6457.0,WIN,341.0,6798.0,
2026-05-03,MLB,825013,single,1,CLE 勝,1.864,0.6401,0.5365,0.1036,A,0.0559,380,6798.0,LOSS,-380,6418.0,
2026-05-03,MLB,823387,single,1,PIT 勝,2.027,0.5675,0.4933,0.0742,A,0.0366,230,6418.0,WIN,236.0,6654.0,
2026-05-03,PARLAY,824769+824364,2-parlay,2,2-串（BOS 勝、ATL 勝）,3.055,0.4854,0.3273,0.4828,PARLAY,0.0352,230,6654.0,LOSS,-230,6424.0,
2026-05-03,PARLAY,824769+825013,2-parlay,2,2-串（BOS 勝、CLE 勝）,3.208,0.4558,0.3117,0.4623,PARLAY,0.0314,200,6424.0,LOSS,-200,6224.0,
2026-05-03,PARLAY,824364+825013,2-parlay,2,2-串（ATL 勝、CLE 勝）,3.309,0.4363,0.3022,0.4437,PARLAY,0.0288,180,6224.0,LOSS,-180,6044.0,
2026-05-03,PARLAY,824769+824364+825013,3-parlay,3,3-串（BOS 勝、ATL 勝、CLE 勝）,5.694,0.3107,0.1756,0.7693,PARLAY,0.0246,150,6044.0,LOSS,-150,5894.0,
2026-05-03,PARLAY,824769+824364+823387,3-parlay,3,3-串（BOS 勝、ATL 勝、PIT 勝）,6.192,0.2755,0.1615,0.7057,PARLAY,0.0204,120,5894.0,LOSS,-120,5774.0,
2026-05-03,PARLAY,824769+825013+823387,3-parlay,3,3-串（BOS 勝、CLE 勝、PIT 勝）,6.503,0.2587,0.1538,0.6821,PARLAY,0.0186,110,5774.0,LOSS,-110,5664.0,
2026-05-03,PARLAY,824769+824364+825013+823387,4-parlay,4,4-串（BOS 勝、ATL 勝、CLE 勝、PIT 勝）,11.542,0.1763,0.0866,1.0352,PARLAY,0.0147,80,5664.0,LOSS,-80,5584.0,
2026-05-03,PARLAY,824769+824364+825013+822987,4-parlay,4,4-串（BOS 勝、ATL 勝、CLE 勝、TB 勝）,11.832,0.1682,0.0845,0.9899,PARLAY,0.0137,80,5584.0,LOSS,-80,5504.0,
2026-05-03,PARLAY,824769+824364+825013+823711,4-parlay,4,4-串（BOS 勝、ATL 勝、CLE 勝、TOR 勝）,11.365,0.1744,0.088,0.9818,PARLAY,0.0142,80,5504.0,LOSS,-80,5424.0,
2026-05-04,MLB,824363,single,1,NYM 勝,1.717,0.6873,0.5824,0.1049,A,0.0628,340,5424.0,WIN,244.0,5668.0,
2026-05-04,MLB,824039,single,1,CWS 勝,1.92,0.5843,0.5208,0.0634,B,0.0265,150,5668.0,WIN,138.0,5806.0,
2026-05-04,MLB,823874,single,1,MIA 勝,1.939,0.5745,0.5157,0.0588,B,0.0243,140,5806.0,LOSS,-140,5666.0,
2026-05-04,MLB,824120,single,1,KC 勝,2.074,0.534,0.4822,0.0519,B,0.02,110,5666.0,WIN,118.0,5784.0,
2026-05-04,PARLAY,824363+824039,2-parlay,2,2-串（NYM 勝、CWS 勝）,3.297,0.4016,0.3033,0.3238,PARLAY,0.0211,120,5784.0,WIN,276.0,6060.0,
2026-05-04,PARLAY,824363+823874,2-parlay,2,2-串（NYM 勝、MIA 勝）,3.329,0.3948,0.3004,0.3146,PARLAY,0.0203,120,6060.0,LOSS,-120,5940.0,
2026-05-04,PARLAY,824363+824120,2-parlay,2,2-串（NYM 勝、KC 勝）,3.561,0.367,0.2808,0.307,PARLAY,0.018,110,5940.0,WIN,282.0,6222.0,
2026-05-04,PARLAY,824363+824039+823874,3-parlay,3,3-串（NYM 勝、CWS 勝、MIA 勝）,6.392,0.2307,0.1564,0.4747,PARLAY,0.0132,80,6222.0,LOSS,-80,6142.0,
2026-05-04,PARLAY,824363+824039+824120,3-parlay,3,3-串（NYM 勝、CWS 勝、KC 勝）,6.837,0.2144,0.1463,0.4662,PARLAY,0.012,70,6142.0,WIN,409.0,6551.0,
2026-05-04,PARLAY,824363+823874+824120,3-parlay,3,3-串（NYM 勝、MIA 勝、KC 勝）,6.905,0.2109,0.1448,0.4559,PARLAY,0.0116,80,6551.0,LOSS,-80,6471.0,
2026-05-04,PARLAY,824363+824039+823874+824120,4-parlay,4,4-串（NYM 勝、CWS 勝、MIA 勝、KC 勝）,13.257,0.1232,0.0754,0.6333,PARLAY,0.0077,50,6471.0,LOSS,-50,6421.0,
2026-05-05,MLB,823873,single,1,MIA 勝,1.866,0.7497,0.5359,0.2138,A,0.1152,510,6421.0,LOSS,-510,5911.0,
2026-05-05,MLB,822743,single,1,WSH 勝,2.074,0.5852,0.4822,0.1031,A,0.0498,290,5911.0,LOSS,-290,5621.0,
2026-05-05,MLB,824362,single,1,NYM 勝,1.868,0.6298,0.5353,0.0945,A,0.0508,290,5621.0,LOSS,-290,5331.0,
2026-05-05,MLB,822986,single,1,TB 勝,2.245,0.5318,0.4454,0.0864,A,0.039,210,5331.0,WIN,261.0,5592.0,
2026-05-05,PARLAY,823873+822743,2-parlay,2,2-串（MIA 勝、WSH 勝）,3.87,0.4387,0.2584,0.698,PARLAY,0.0365,200,5592.0,LOSS,-200,5392.0,
2026-05-05,PARLAY,823873+822986,2-parlay,2,2-串（MIA 勝、TB 勝）,4.189,0.3987,0.2387,0.6703,PARLAY,0.0315,170,5392.0,LOSS,-170,5222.0,
2026-05-05,PARLAY,823873+824362,2-parlay,2,2-串（MIA 勝、NYM 勝）,3.486,0.4722,0.2869,0.6458,PARLAY,0.039,200,5222.0,LOSS,-200,5022.0,
2026-05-05,PARLAY,823873+822743+822986,3-parlay,3,3-串（MIA 勝、WSH 勝、TB 勝）,8.688,0.2333,0.1151,1.0273,PARLAY,0.02,100,5022.0,LOSS,-100,4922.0,
2026-05-05,PARLAY,823873+822743+824362,3-parlay,3,3-串（MIA 勝、WSH 勝、NYM 勝）,7.229,0.2763,0.1383,0.9976,PARLAY,0.024,120,4922.0,LOSS,-120,4802.0,
2026-05-05,PARLAY,823873+824362+822986,3-parlay,3,3-串（MIA 勝、NYM 勝、TB 勝）,7.825,0.2511,0.1278,0.9651,PARLAY,0.0212,100,4802.0,LOSS,-100,4702.0,
2026-05-05,PARLAY,823873+822743+824362+824200,4-parlay,4,4-串（MIA 勝、WSH 勝、NYM 勝、LAD 勝）,13.866,0.1644,0.0721,1.2796,PARLAY,0.0149,70,4702.0,LOSS,-70,4632.0,
2026-05-05,PARLAY,823873+824362+824200+823142,4-parlay,4,4-串（MIA 勝、NYM 勝、LAD 勝、SEA 勝）,14.521,0.1463,0.0689,1.1241,PARLAY,0.0125,60,4632.0,LOSS,-60,4572.0,
2026-05-06,MLB,823872,single,1,MIA 勝,2.091,0.6847,0.4782,0.2064,A,0.0989,370,4572.0,LOSS,-370,4202.0,
2026-05-06,MLB,825091,single,1,AZ 勝,2.163,0.6509,0.4623,0.1886,A,0.0877,340,4202.0,LOSS,-340,3862.0,
2026-05-06,MLB,823470,single,1,PHI 勝,1.763,0.7501,0.5672,0.1829,A,0.1057,310,3862.0,WIN,237.0,4099.0,
2026-05-06,MLB,823550,single,1,NYY 勝,1.861,0.6993,0.5373,0.1619,A,0.0875,330,4099.0,LOSS,-330,3769.0,
2026-05-06,PARLAY,823872+825091,2-parlay,2,2-串（MIA 勝、AZ 勝）,4.523,0.4457,0.2211,1.0157,PARLAY,0.0432,160,3769.0,LOSS,-160,3609.0,
2026-05-06,PARLAY,823872+823470,2-parlay,2,2-串（MIA 勝、PHI 勝）,3.686,0.5136,0.2713,0.8934,PARLAY,0.0499,180,3609.0,LOSS,-180,3429.0,
2026-05-06,PARLAY,823872+823550,2-parlay,2,2-串（MIA 勝、NYY 勝）,3.891,0.4788,0.257,0.863,PARLAY,0.0448,150,3429.0,LOSS,-150,3279.0,
2026-05-06,PARLAY,823872+825091+823470,3-parlay,3,3-串（MIA 勝、AZ 勝、PHI 勝）,7.974,0.3343,0.1254,1.6658,PARLAY,0.0358,120,3279.0,LOSS,-120,3159.0,
2026-05-06,PARLAY,823872+825091+823550,3-parlay,3,3-串（MIA 勝、AZ 勝、NYY 勝）,8.417,0.3116,0.1188,1.623,PARLAY,0.0328,100,3159.0,LOSS,-100,3059.0,
2026-05-06,PARLAY,823872+823470+823550,3-parlay,3,3-串（MIA 勝、PHI 勝、NYY 勝）,6.86,0.3591,0.1458,1.4639,PARLAY,0.0375,110,3059.0,LOSS,-110,2949.0,
2026-05-06,PARLAY,823872+825091+823470+823550,4-parlay,4,4-串（MIA 勝、AZ 勝、PHI 勝、NYY 勝）,14.839,0.2338,0.0674,2.469,PARLAY,0.0268,80,2949.0,LOSS,-80,2869.0,
2026-05-06,PARLAY,823872+825091+823470+824198,4-parlay,4,4-串（MIA 勝、AZ 勝、PHI 勝、LAD 勝）,14.153,0.2126,0.0707,2.009,PARLAY,0.0229,70,2869.0,LOSS,-70,2799.0,
2026-05-06,PARLAY,823872+825091+823470+822985,4-parlay,4,4-串（MIA 勝、AZ 勝、PHI 勝、TB 勝）,14.305,0.2084,0.0699,1.9818,PARLAY,0.0223,60,2799.0,LOSS,-60,2739.0,
2026-05-07,MLB,823467,single,1,PHI 勝,2.234,0.683,0.4476,0.2353,A,0.1065,220,2739.0,LOSS,-220,2519.0,
2026-05-07,MLB,822741,single,1,WSH 勝,1.768,0.7657,0.5656,0.2001,A,0.1152,200,2519.0,WIN,154.0,2673.0,
2026-05-07,MLB,825090,single,1,AZ 勝,2.429,0.6007,0.4117,0.189,A,0.0803,210,2673.0,LOSS,-210,2463.0,
2026-05-07,MLB,823306,single,1,SD 勝,1.806,0.6133,0.5537,0.0595,B,0.0267,70,2463.0,LOSS,-70,2393.0,
2026-05-07,PARLAY,823467+825090,2-parlay,2,2-串（PHI 勝、AZ 勝）,5.426,0.4103,0.1843,1.2263,PARLAY,0.0416,100,2393.0,LOSS,-100,2293.0,
2026-05-07,PARLAY,823467+822741,2-parlay,2,2-串（PHI 勝、WSH 勝）,3.95,0.523,0.2532,1.0656,PARLAY,0.0542,120,2293.0,LOSS,-120,2173.0,
2026-05-07,PARLAY,822741+825090,2-parlay,2,2-串（WSH 勝、AZ 勝）,4.294,0.46,0.2329,0.9755,PARLAY,0.0444,100,2173.0,LOSS,-100,2073.0,
2026-05-07,PARLAY,823467+822741+825090,3-parlay,3,3-串（PHI 勝、WSH 勝、AZ 勝）,9.594,0.3142,0.1042,2.014,PARLAY,0.0352,70,2073.0,LOSS,-70,2003.0,
2026-05-07,PARLAY,823467+825090+824681,3-parlay,3,3-串（PHI 勝、AZ 勝、CHC 勝）,10.402,0.2372,0.0961,1.4678,PARLAY,0.0234,50,2003.0,LOSS,-50,1953.0,
2026-05-07,PARLAY,823467+825090+823306,3-parlay,3,3-串（PHI 勝、AZ 勝、SD 勝）,9.8,0.2516,0.102,1.4657,PARLAY,0.025,50,1953.0,LOSS,-50,1903.0,
2026-05-07,PARLAY,823467+822741+823306+824681,4-parlay,4,4-串（PHI 勝、WSH 勝、SD 勝、CHC 勝）,13.674,0.1854,0.0731,1.5359,PARLAY,0.0182,30,1903.0,LOSS,-30,1873.0,
2026-05-07,PARLAY,822741+825090+823306+824681,4-parlay,4,4-串（WSH 勝、AZ 勝、SD 勝、CHC 勝）,14.868,0.1631,0.0673,1.4253,PARLAY,0.0154,30,1873.0,LOSS,-30,1843.0,
2026-05-08,MLB,824443,single,1,CLE 勝,1.873,0.6978,0.5339,0.1639,A,0.0879,150,1843.0,WIN,131.0,1974.0,
2026-05-08,MLB,825088,single,1,AZ 勝,2.656,0.5282,0.3765,0.1517,A,0.0608,120,1974.0,LOSS,-120,1854.0,
2026-05-08,PARLAY,824443+825088,2-parlay,2,2-串（CLE 勝、AZ 勝）,4.975,0.3686,0.201,0.8337,PARLAY,0.0315,60,1854.0,LOSS,-60,1794.0,
2026-05-09,MLB,824444,single,1,CLE 勝,2.446,0.5489,0.4088,0.1401,A,0.0593,110,1794.0,LOSS,-110,1684.0,
2026-05-09,MLB,824766,single,1,TB 勝,2.107,0.5473,0.4746,0.0727,A,0.0346,60,1684.0,VOID,0.0,1684.0,
2026-05-09,MLB,824523,single,1,HOU 勝,2.114,0.5445,0.473,0.0715,A,0.0339,60,1684.0,LOSS,-60,1624.0,
2026-05-09,MLB,823468,single,1,PHI 勝,1.985,0.5614,0.5038,0.0576,B,0.0232,40,1624.0,WIN,39.0,1663.0,
2026-05-09,PARLAY,824444+824766,2-parlay,2,2-串（CLE 勝、TB 勝）,5.154,0.3005,0.194,0.5485,PARLAY,0.0198,30,1663.0,LOSS,-30,1633.0,
2026-05-09,PARLAY,824444+824523,2-parlay,2,2-串（CLE 勝、HOU 勝）,5.171,0.2989,0.1934,0.5456,PARLAY,0.0196,30,1633.0,LOSS,-30,1603.0,
2026-05-09,PARLAY,824444+823468,2-parlay,2,2-串（CLE 勝、PHI 勝）,4.855,0.3082,0.206,0.4962,PARLAY,0.0193,30,1603.0,LOSS,-30,1573.0,
2026-05-09,PARLAY,824444+824766+824523,3-parlay,3,3-串（CLE 勝、TB 勝、HOU 勝）,10.895,0.1636,0.0918,0.7824,PARLAY,0.0119,20,1573.0,LOSS,-20,1553.0,
2026-05-09,PARLAY,824444+824766+823468,3-parlay,3,3-串（CLE 勝、TB 勝、PHI 勝）,10.23,0.1687,0.0978,0.7255,PARLAY,0.0118,20,1553.0,LOSS,-20,1533.0,
2026-05-09,PARLAY,824444+824523+823468,3-parlay,3,3-串（CLE 勝、HOU 勝、PHI 勝）,10.264,0.1678,0.0974,0.7222,PARLAY,0.0117,20,1533.0,LOSS,-20,1513.0,
2026-05-10,MLB,824765,single,1,TB 勝,2.107,0.5821,0.4746,0.1075,A,0.0512,80,1513.0,WIN,89.0,1602.0,
2026-05-10,MLB,823221,single,1,PIT 勝,2.313,0.5339,0.4323,0.1016,A,0.0447,70,1602.0,LOSS,-70,1532.0,
2026-05-10,MLB,824520,single,1,HOU 勝,1.937,0.6091,0.5163,0.0928,A,0.048,70,1532.0,LOSS,-70,1462.0,
2026-05-10,MLB,825085,single,1,AZ 勝,2.223,0.5318,0.4498,0.0819,A,0.0372,50,1462.0,WIN,61.0,1523.0,
2026-05-10,PARLAY,824765+823221,2-parlay,2,2-串（TB 勝、PIT 勝）,4.873,0.3108,0.2052,0.5147,PARLAY,0.0199,30,1523.0,LOSS,-30,1493.0,
2026-05-10,PARLAY,823221+825085,2-parlay,2,2-串（PIT 勝、AZ 勝）,5.142,0.2839,0.1945,0.4598,PARLAY,0.0167,20,1493.0,LOSS,-20,1473.0,
2026-05-10,PARLAY,823221+824520,2-parlay,2,2-串（PIT 勝、HOU 勝）,4.48,0.3252,0.2232,0.4569,PARLAY,0.0197,30,1473.0,LOSS,-30,1443.0,
2026-05-10,PARLAY,824765+823221+825085,3-parlay,3,3-串（TB 勝、PIT 勝、AZ 勝）,10.834,0.1653,0.0923,0.7905,PARLAY,0.0121,20,1443.0,LOSS,-20,1423.0,
2026-05-10,PARLAY,824765+823221+824520,3-parlay,3,3-串（TB 勝、PIT 勝、HOU 勝）,9.44,0.1893,0.1059,0.787,PARLAY,0.014,20,1423.0,LOSS,-20,1403.0,
2026-05-10,PARLAY,823221+824520+825085,3-parlay,3,3-串（PIT 勝、HOU 勝、AZ 勝）,9.96,0.1729,0.1004,0.7222,PARLAY,0.0121,20,1403.0,LOSS,-20,1383.0,
2026-05-11,MLB,824199,single,1,HOU 勝,2.045,0.5942,0.489,0.1052,A,0.0515,70,1383.0,LOSS,-70,1313.0,
2026-05-12,MLB,824442,single,1,CLE 勝,2.34,0.5629,0.4274,0.1356,A,0.0592,80,1313.0,WIN,107.0,1420.0,
2026-05-12,MLB,824521,single,1,CIN 勝,2.174,0.5778,0.46,0.1178,A,0.0545,80,1420.0,LOSS,-80,1340.0,
2026-05-12,MLB,822817,single,1,TB 勝,1.794,0.6175,0.5574,0.0601,B,0.0271,40,1340.0,WIN,32.0,1372.0,
2026-05-12,MLB,823712,single,1,MIN 勝,1.921,0.5717,0.5206,0.0512,B,0.0214,30,1372.0,WIN,28.0,1400.0,
2026-05-12,PARLAY,824442+824521,2-parlay,2,2-串（CLE 勝、CIN 勝）,5.087,0.3252,0.1966,0.6545,PARLAY,0.024,30,1400.0,LOSS,-30,1370.0,
2026-05-12,PARLAY,824442+822817,2-parlay,2,2-串（CLE 勝、TB 勝）,4.198,0.3476,0.2382,0.4591,PARLAY,0.0215,30,1370.0,WIN,96.0,1466.0,
2026-05-12,PARLAY,824442+825011,2-parlay,2,2-串（CLE 勝、ATH 勝）,4.837,0.3003,0.2067,0.4526,PARLAY,0.0177,30,1466.0,LOSS,-30,1436.0,
2026-05-12,PARLAY,824442+824521+822817,3-parlay,3,3-串（CLE 勝、CIN 勝、TB 勝）,9.126,0.2008,0.1096,0.8328,PARLAY,0.0154,20,1436.0,LOSS,-20,1416.0,
2026-05-12,PARLAY,824442+824521+825011,3-parlay,3,3-串（CLE 勝、CIN 勝、ATH 勝）,10.515,0.1735,0.0951,0.8246,PARLAY,0.013,20,1416.0,LOSS,-20,1396.0,
2026-05-12,PARLAY,824442+824521+823712,3-parlay,3,3-串（CLE 勝、CIN 勝、MIN 勝）,9.772,0.1859,0.1023,0.8172,PARLAY,0.014,20,1396.0,LOSS,-20,1376.0,
2026-05-13,MLB,823791,single,1,MIL 勝,1.837,0.6132,0.5444,0.0688,B,0.0302,40,1376.0,LOSS,-40,1336.0,
2026-05-13,MLB,824763,single,1,BOS 勝,1.97,0.5692,0.5076,0.0616,B,0.025,30,1336.0,WIN,29.0,1365.0,
2026-05-13,MLB,822900,single,1,TEX 勝,2.004,0.541,0.499,0.042,B,0.0168,20,1365.0,WIN,20.0,1385.0,
2026-05-13,PARLAY,823791+824763,2-parlay,2,2-串（MIL 勝、BOS 勝）,3.619,0.349,0.2763,0.2632,PARLAY,0.0151,20,1385.0,LOSS,-20,1365.0,
2026-05-13,PARLAY,823791+822900,2-parlay,2,2-串（MIL 勝、TEX 勝）,3.681,0.3317,0.2717,0.2212,PARLAY,0.0124,20,1365.0,LOSS,-20,1345.0,
2026-05-13,PARLAY,824763+822900,2-parlay,2,2-串（BOS 勝、TEX 勝）,3.948,0.3079,0.2533,0.2157,PARLAY,0.011,10.0,1345.0,WIN,29.0,1374.0,
2026-05-13,PARLAY,823791+824763+822900,3-parlay,3,3-串（MIL 勝、BOS 勝、TEX 勝）,7.252,0.1888,0.1379,0.3694,PARLAY,0.0089,10.0,1374.0,LOSS,-10.0,1364.0,
2026-05-14,MLB,824517,single,1,WSH 勝,2.313,0.5423,0.4323,0.1099,A,0.0484,70,1364.0,LOSS,-70,1294.0,
2026-05-14,MLB,824762,single,1,BOS 勝,2.096,0.5424,0.4771,0.0653,B,0.025,30,1294.0,LOSS,-30,1264.0,
2026-05-14,MLB,824602,single,1,KC 勝,1.78,0.6203,0.5618,0.0585,B,0.0267,30,1264.0,LOSS,-30,1234.0,
2026-05-14,MLB,823950,single,1,SF 勝,1.86,0.5944,0.5376,0.0567,B,0.0245,30,1234.0,LOSS,-30,1204.0,
2026-05-14,PARLAY,824517+824762,2-parlay,2,2-串（WSH 勝、BOS 勝）,4.848,0.2941,0.2063,0.4259,PARLAY,0.0166,20,1204.0,LOSS,-20,1184.0,
2026-05-14,PARLAY,824517+823950,2-parlay,2,2-串（WSH 勝、SF 勝）,4.302,0.3223,0.2325,0.3866,PARLAY,0.0176,20,1184.0,LOSS,-20,1164.0,
2026-05-14,PARLAY,824517+824602,2-parlay,2,2-串（WSH 勝、KC 勝）,4.117,0.3363,0.2429,0.3848,PARLAY,0.0185,20,1164.0,LOSS,-20,1144.0,
2026-05-14,PARLAY,824517+824762+823950,3-parlay,3,3-串（WSH 勝、BOS 勝、SF 勝）,9.017,0.1748,0.1109,0.5764,PARLAY,0.0108,10.0,1144.0,LOSS,-10.0,1134.0,
2026-05-14,PARLAY,824517+824762+824602,3-parlay,3,3-串（WSH 勝、BOS 勝、KC 勝）,8.63,0.1824,0.1159,0.5743,PARLAY,0.0113,10.0,1134.0,LOSS,-10.0,1124.0,
2026-05-14,PARLAY,824517+824602+823950,3-parlay,3,3-串（WSH 勝、KC 勝、SF 勝）,7.658,0.1999,0.1306,0.5309,PARLAY,0.012,10.0,1124.0,LOSS,-10.0,1114.0,
2026-05-15,MLB,824194,single,1,HOU 勝,1.946,0.7022,0.5139,0.1883,A,0.0969,90,1114.0,WIN,85.0,1199.0,
2026-05-15,MLB,824439,single,1,CLE 勝,2.026,0.5738,0.4936,0.0802,A,0.0396,50,1199.0,LOSS,-50,1149.0,
2026-05-15,MLB,823061,single,1,KC 勝,2.162,0.5258,0.4625,0.0633,B,0.0235,30,1149.0,LOSS,-30,1119.0,
2026-05-15,MLB,824925,single,1,ATL 勝,1.907,0.5815,0.5244,0.0571,B,0.024,30,1119.0,WIN,27.0,1146.0,
2026-05-15,PARLAY,824194+824439,2-parlay,2,2-串（HOU 勝、CLE 勝）,3.943,0.4029,0.2536,0.5886,PARLAY,0.03,30,1146.0,LOSS,-30,1116.0,
2026-05-15,PARLAY,824194+823061,2-parlay,2,2-串（HOU 勝、KC 勝）,4.207,0.3692,0.2377,0.5535,PARLAY,0.0259,30,1116.0,LOSS,-30,1086.0,
2026-05-15,PARLAY,824194+824360,2-parlay,2,2-串（HOU 勝、COL 勝）,3.869,0.3924,0.2585,0.5181,PARLAY,0.0271,30,1086.0,LOSS,-30,1056.0,
2026-05-15,PARLAY,824194+824439+823061,3-parlay,3,3-串（HOU 勝、CLE 勝、KC 勝）,8.524,0.2119,0.1173,0.806,PARLAY,0.0161,20,1056.0,LOSS,-20,1036.0,
2026-05-15,PARLAY,824194+824439+824360,3-parlay,3,3-串（HOU 勝、CLE 勝、COL 勝）,7.838,0.2252,0.1276,0.7649,PARLAY,0.0168,20,1036.0,LOSS,-20,1016.0,
2026-05-15,PARLAY,824194+824439+824925,3-parlay,3,3-串（HOU 勝、CLE 勝、ATL 勝）,7.519,0.2343,0.133,0.7617,PARLAY,0.0175,20,1016.0,LOSS,-20,996.0,
