date,sport,game_id,bet_type,legs,bet_label,odds,true_prob,implied_prob,edge,grade,kelly_frac,bet_amount,bankroll_before,result,pnl,bankroll_after,notes
2026-06-02,PARLAY,824754+822971,2-parlay,2,2-串（紅襪 勝、光芒 勝）,4.639,0.3324,0.2156,0.5419,PARLAY,0.0179,50,3000.0,LOSS,-50,2950.0,
2026-06-02,PARLAY,824754+822971+824511+823460+823541,5-parlay,5,5-串（紅襪 勝、光芒 勝、紅人 勝、教士 勝、守護者 勝）,66.671,0.029,0.015,0.9335,PARLAY,0.0033,10.0,2950.0,LOSS,-10.0,2940.0,強制五關 NT$10
2026-06-03,PARLAY,824188+823130+0042500401+824024,4-parlay,4,4-串（海盜 勝、大都會 勝、尼克 勝、洛磯 勝）,26.855,0.0159,0.0372,-0.5737,PARLAY,0.0034,10.0,2940.0,LOSS,-10.0,2930.0,強制多關 NT$10（候選不足 5 場，實際 4 關）
2026-06-06,PARLAY,823454+823048,2-parlay,2,2-串（白襪 勝、紅雀 勝）,3.834,0.3893,0.2608,0.4926,PARLAY,0.0209,60,2930.0,WIN,170.0,3100.0,
2026-06-06,PARLAY,823454+823048+824269+822891,4-parlay,4,4-串（白襪 勝、紅雀 勝、水手 勝、遊騎兵 勝）,12.346,0.1177,0.081,0.4526,PARLAY,0.0034,10.0,3100.0,LOSS,-10.0,3090.0,強制多關 NT$10（候選不足 5 場，實際 4 關）
2026-06-07,PARLAY,823941+823696+824268+822807+822890,5-parlay,5,5-串（天使 勝、皇家 勝、老虎 勝、金鶯 勝、守護者 勝）,47.191,0.0475,0.0212,1.2419,PARLAY,0.0032,10.0,3090.0,LOSS,-10.0,3080.0,強制五關 NT$10
2026-06-08,PARLAY,823289+824427+824998+0042500403,4-parlay,4,4-串（教士 勝、洋基 勝、運動家 勝、馬刺 勝）,30.898,0.0445,0.0324,0.374,PARLAY,0.0032,10.0,3080.0,LOSS,-10.0,3070.0,強制多關 NT$10（候選不足 5 場，實際 4 關）
2026-06-09,PARLAY,823290+824023,2-parlay,2,2-串（紅人 勝、天使 勝）,4.505,0.3663,0.222,0.6499,PARLAY,0.0223,70,3070.0,WIN,245.0,3315.0,
2026-06-09,PARLAY,823290+824023,2-parlay,2,2-串（紅人 勝、天使 勝）,4.505,0.3663,0.222,0.6499,PARLAY,0.0033,10.0,3315.0,WIN,35.0,3350.0,強制多關 NT$10（候選不足 5 場，實際 2 關）
2026-06-10,PARLAY,824348+824831,2-parlay,2,2-串（小熊 勝、金鶯 勝）,4.732,0.4337,0.2113,1.0521,PARLAY,0.0338,110,3350.0,LOSS,-110,3240.0,
2026-06-10,PARLAY,824348+824831+824103,3-parlay,3,3-串（小熊 勝、金鶯 勝、遊騎兵 勝）,9.932,0.2683,0.1007,1.6646,PARLAY,0.0224,70,3240.0,LOSS,-70,3170.0,
2026-06-10,PARLAY,824348+824831+824103+824428+823215,5-parlay,5,5-串（小熊 勝、金鶯 勝、遊騎兵 勝、洋基 勝、國民 勝）,42.305,0.0843,0.0236,2.5664,PARLAY,0.003,10.0,3170.0,LOSS,-10.0,3160.0,強制五關 NT$10
